INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('IZHK5F', 17, 'give', 'Season drop appear lose system finish.', 1679.0);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('NL346R', 67, 'risk', 'Method allow Democrat Democrat.', 252.83);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('CP2FYV', 63, 'girl', 'Wind trouble success store decade husband find explain.', 360.35);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('4NI9KE', 51, 'local', 'Government design point save site painting you.', 1526.81);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('PYKV02', 81, 'TV', 'Trial call agree store send.', 854.3);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('4XANU3', 87, 'theory', 'Hand it receive minute teacher certainly ready interesting.', 1952.13);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('3XNQMW', 82, 'recognize', 'East remember speak beyond instead lay.', 255.47);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('H4TBJE', 18, 'their', 'Always country beyond science TV represent.', 1698.56);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('17PEGJ', 21, 'director', 'Condition price design sea.', 1589.71);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('7KK37T', 2, 'painting', 'Which special expect glass some many lay.', 755.78);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('7XNS7Y', 5, 'for', 'Sure surface loss fight natural involve development.', 413.61);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('8BSAUJ', 60, 'green', 'News somebody themselves cup.', 1096.15);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('L6ZE8Q', 90, 'important', 'Meeting industry performance through add.', 372.15);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('AQ39VE', 91, 'north', 'Be leader very last send finally increase.', 1199.14);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('UO9VZ7', 4, 'really', 'Score head tell.', 673.63);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('TTT5ZV', 9, 'these', 'Worry believe evidence talk beat.', 563.93);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('2D96I5', 31, 'often', 'Rate father answer plant medical.', 866.85);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('RJX60C', 53, 'not', 'Crime source court manager son television.', 579.62);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('LJKHWM', 73, 'ten', 'Somebody sometimes that list already.', 1115.02);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('GN8UVK', 79, 'remain', 'Environment seek away wind you same Mrs.', 252.74);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('VBTPMG', 42, 'blood', 'Effort role between conference sit campaign issue.', 506.06);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ONJ50A', 93, 'country', 'Us this everyone recent.', 390.21);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('V7FAGU', 27, 'page', 'Writer land night avoid.', 398.52);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('N2F1RA', 41, 'north', 'Brother present term care whose director.', 1285.88);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('IOUINN', 37, 'expect', 'Defense cultural respond view street.', 195.72);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('CL4AFX', 76, 'health', 'Team yourself fight value five join animal raise.', 1381.33);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('RRX1OI', 46, 'check', 'In notice mouth.', 1615.18);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('TK6C5P', 24, 'place', 'Travel heavy oil nearly.', 240.4);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('N1URBV', 80, 'small', 'Street report include view center risk.', 1853.14);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('QOJA2G', 79, 'trouble', 'Three western opportunity present everything.', 703.68);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('WX5FOB', 1, 'week', 'On system new music against kid.', 350.91);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('SJNMIE', 24, 'really', 'Than great stop rule sign take example.', 1660.95);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('H3HB5J', 20, 'edge', 'Seat sense be give.', 487.6);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('VH01DY', 59, 'east', 'Center professional relationship successful claim turn.', 1178.9);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('4FZQZV', 69, 'chance', 'Remember miss seem inside bring structure.', 316.64);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('90G1XU', 40, 'learn', 'Party fast body heavy per may language everything.', 164.72);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('XB47J3', 93, 'threat', 'Determine mean industry interesting heavy child.', 95.49);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('EDJOPW', 30, 'theory', 'However agent choice relationship letter expert.', 63.93);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('V64KVD', 14, 'generation', 'Project these team.', 1234.15);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('RSLBAE', 62, 'upon', 'Themselves ready chance American.', 1704.35);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('VTWZ3Y', 16, 'beyond', 'Good rate cut.', 588.89);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('11OL9R', 72, 'leader', 'Situation ago Mrs property let.', 251.49);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('09X6P4', 29, 'series', 'Computer use ever stand.', 1835.59);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ATMXBR', 79, 'business', 'Available wait final grow spring.', 1346.26);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('G2DY04', 88, 'gun', 'Key style too key air maybe.', 1053.63);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('R70VPT', 41, 'writer', 'Wonder we call collection adult door.', 1097.26);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('AU9O3H', 66, 'turn', 'Peace game majority money through produce record.', 578.69);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('IY6YQM', 60, 'social', 'My possible contain look across surface.', 1062.25);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('X8B4JQ', 13, 'improve', 'Son stage majority community.', 1142.96);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('HRIID4', 14, 'area', 'Throw cost remember today news east.', 105.69);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('AKZG2T', 39, 'house', 'Plan Mrs put born.', 1362.74);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('OLNWTO', 24, 'stuff', 'Identify car represent chair care road describe.', 300.62);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('7JMN4M', 50, 'party', 'Religious six onto special necessary place.', 468.63);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('VNFYIL', 17, 'eight', 'Him lot somebody writer street.', 1145.25);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('AA186G', 50, 'improve', 'News cover lead concern drive plan natural this.', 1612.21);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('MPIYHM', 48, 'resource', 'Strong marriage report hard section group.', 699.03);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('BXV0CC', 85, 'once', 'Agency practice every expect seat standard throughout.', 596.09);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('1W51VW', 30, 'experience', 'Many center against beat wife.', 419.59);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('LCQNXH', 31, 'chance', 'History dinner recently full second memory enjoy.', 1669.89);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('UPM9OI', 53, 'ability', 'Beat back car often.', 661.26);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('6V0LN5', 27, 'site', 'Believe after bill actually fact movie.', 297.77);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('7KVMYM', 26, 'decide', 'Prepare just already girl.', 1365.42);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('Z5RMHR', 76, 'imagine', 'Current organization total former process floor scene.', 1804.16);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('MYJ0O0', 8, 'visit', 'Live begin toward huge enter too size.', 1628.9);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('XGKKSS', 85, 'watch', 'Provide put middle scene.', 1863.09);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('9N1C0M', 7, 'example', 'Project government because agreement finally nearly defense.', 66.66);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('K54C6V', 60, 'fall', 'Budget above again bill discover.', 1687.53);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('Y7NHFK', 40, 'ground', 'Father cup over run trip people nor.', 1131.98);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('GMV6L5', 82, 'nice', 'Discuss bad kitchen partner some discussion.', 790.04);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('HTN4IU', 23, 'chance', 'Single ten newspaper guess.', 1473.0);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('4MDYGN', 41, 'situation', 'Heart long region thousand ask different short.', 302.51);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('WFSNDK', 73, 'tough', 'Choose space though tree morning.', 460.81);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('KUUOH9', 40, 'turn', 'Figure financial plant son difficult table around.', 723.19);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('9Z1AUQ', 48, 'customer', 'Interesting item unit of later.', 780.31);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('YXOWA7', 29, 'person', 'Reveal begin hair.', 1196.79);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('MA4O60', 50, 'firm', 'Either will use cultural.', 839.19);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('NLQJWQ', 23, 'wonder', 'Else fly miss miss.', 499.06);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('I9MWRV', 86, 'school', 'So soon business two win miss late.', 1894.99);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('4TDY1Y', 83, 'your', 'List loss western road where significant.', 758.42);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('KEFT4V', 8, 'police', 'Can paper person environmental energy investment.', 786.28);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('IMNT2K', 16, 'after', 'Side chair perhaps within.', 488.35);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('8XZ5JO', 23, 'high', 'Late until street.', 1178.1);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('PNZDGF', 74, 'sport', 'Attack cut effect man Republican cause could.', 1124.11);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('AYY6XT', 84, 'drive', 'Wind someone raise gas sea although wind.', 52.75);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('11GPSO', 21, 'month', 'Response body thousand issue style accept.', 1934.55);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('38Z98D', 41, 'structure', 'Special career something truth reduce simply.', 909.28);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('EFFSRF', 7, 'she', 'Business as conference policy air rich information.', 1428.63);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('TEECBH', 59, 'you', 'White kitchen what participant mind.', 1887.91);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('00Q021', 64, 'long', 'Early race arrive while brother present.', 273.86);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('C6HJLL', 17, 'down', 'Bill school south deal long.', 1756.5);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('UH4ZYB', 68, 'long', 'Get then top respond.', 613.82);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('95GHH0', 45, 'dog', 'Model agreement unit message these central use.', 505.46);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('S05IAE', 74, 'bank', 'Newspaper assume memory then building.', 425.76);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('7AH911', 90, 'well', 'Sort someone modern even money say part.', 354.73);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('Q4D5JJ', 5, 'more', 'Last particularly first.', 374.46);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('XXRHQT', 23, 'medical', 'Prepare bag drug plan expect better whatever.', 548.14);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('66C4VQ', 77, 'north', 'Past stand compare line some.', 1888.49);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('W8Y5FE', 76, 'experience', 'Through brother manager war stage green.', 1046.28);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('TIKKK0', 37, 'treat', 'Effect mouth population general.', 1104.92);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('R7JZSS', 95, 'here', 'Choose there sure final.', 1607.81);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ZH2796', 10, 'never', 'Especially executive card.', 1020.52);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('2IZLJK', 3, 'middle', 'Surface politics old.', 771.98);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('HJXPWT', 79, 'with', 'After serious idea lay.', 494.25);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('2YMLLH', 14, 'look', 'Fight key fast forget term nice participant require.', 841.54);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('8JIVSD', 40, 'play', 'Small response believe practice.', 1023.68);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('5EU1B1', 18, 'against', 'Tell option teacher too sense senior federal.', 98.62);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('TDG8IF', 62, 'choice', 'Whatever game through.', 780.48);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('A7S3PT', 58, 'political', 'Today debate program meeting argue.', 471.87);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('1TZZ93', 50, 'public', 'Mission threat leg early possible break few.', 1749.1);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('FS9BV6', 20, 'more', 'Woman born her summer show.', 1261.56);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('V21CM5', 23, 'anything', 'Call leg start action quickly floor.', 1265.55);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('Q8UASA', 94, 'audience', 'Physical wear whatever shake newspaper skill.', 909.28);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('H9I8VH', 72, 'already', 'Start teacher probably throw put.', 1341.21);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('LUJXXK', 89, 'large', 'Financial town whole they.', 970.04);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('EFO3SH', 76, 'answer', 'Pressure scientist her from professional analysis guess.', 1759.83);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('KGIG8R', 76, 'city', 'Firm law cost improve.', 1264.58);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('KVE1EC', 31, 'recognize', 'Line several bed industry above billion what identify.', 707.56);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('KFQRB3', 13, 'type', 'News ago bad kid husband owner newspaper board.', 710.0);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('8TXZCS', 76, 'range', 'Successful enough study language no step employee American.', 1180.75);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('9TZAII', 43, 'design', 'Job fast across speak somebody final.', 100.82);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('T9K8QI', 84, 'continue', 'Show training campaign seek area ever she top.', 1531.98);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('A2RWE9', 61, 'future', 'Medical the black collection say gun difficult.', 1233.52);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('FOV0AC', 73, 'shoulder', 'Occur attorney career fly best should protect news.', 791.99);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('R4PCM6', 32, 'me', 'Pattern police want young enough example.', 119.78);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('JETS32', 31, 'doctor', 'Sit thus avoid cut consumer their.', 1263.76);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('8GRVGL', 83, 'father', 'Fall would general summer understand head down.', 1319.73);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ZX9DSB', 30, 'key', 'Card local remain family.', 1299.77);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('HPWPVY', 64, 'meet', 'Do world hand society news daughter.', 222.59);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('1V20FG', 93, 'hair', 'Group herself government commercial choice research wind.', 1711.67);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('JFYADW', 17, 'long', 'Accept eight forward later.', 367.4);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('GSWSU7', 23, 'evening', 'Nothing indicate occur move cover president dog.', 852.13);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('6IFXB3', 48, 'teach', 'Modern change region next.', 161.57);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('9GFRMD', 22, 'must', 'Recent yard each air take.', 1663.47);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('2OEUXK', 31, 'garden', 'Plan image small want million.', 1021.08);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('3GHOY1', 73, 'center', 'Window open upon bill.', 632.75);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('T3HQT4', 20, 'age', 'Important bar turn rock until.', 181.92);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('M7HVOP', 21, 'adult', 'Back student on most smile.', 693.03);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('LEGJT3', 36, 'teacher', 'Game arm church girl age seem get.', 507.69);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('MJ7KYQ', 36, 'issue', 'About between return change.', 884.35);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('5PB5UG', 47, 'tonight', 'Nothing bad appear society building.', 421.87);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('01JU66', 6, 'film', 'Religious use particularly throw drive.', 1502.82);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('FL1J19', 26, 'miss', 'Lot member modern find discover later nice.', 260.83);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('P0NTB6', 1, 'wide', 'Race environmental pretty bill.', 250.01);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('P2UZ7U', 50, 'plant', 'Minute music station we response yard.', 1632.77);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('6NS08R', 30, 'guess', 'Follow three girl nice look.', 982.15);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('TBU53C', 15, 'can', 'Benefit skin listen hour player send moment require.', 1880.54);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('7BAS4A', 28, 'cold', 'Serve would despite out.', 1455.17);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('JL1BBY', 25, 'poor', 'Region tend everybody probably.', 1217.77);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('SUB76P', 14, 'name', 'Public especially think want.', 791.01);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('5A5UNN', 77, 'mind', 'Total nice challenge animal sort where bed respond.', 789.27);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('YLABC6', 15, 'per', 'Strategy so onto imagine night approach degree check.', 1869.43);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('7Z5WPG', 70, 'house', 'Hospital order feel call.', 393.22);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('PTYS9P', 71, 'test', 'Husband then thing morning stand.', 1140.22);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('K4AE9G', 58, 'develop', 'Us catch inside bag perform.', 1711.81);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('8RUR4W', 88, 'clearly', 'Low require surface return appear her past personal.', 167.46);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('S4RKSA', 57, 'message', 'Be garden wife spring eight last.', 1016.61);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('IOCB5U', 42, 'item', 'Recognize morning me.', 652.34);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('611V6Y', 84, 'standard', 'Approach forward computer member.', 1086.07);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('YZRONJ', 29, 'I', 'Purpose stock recognize month no both popular.', 312.95);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('4PFW1B', 94, 'expert', 'Piece knowledge include nature return.', 1942.08);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('PXSJ8O', 24, 'nice', 'Impact fine number agent important.', 435.64);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('A4MK85', 55, 'world', 'Address hotel two phone manager get floor war.', 1479.52);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ZMT3QE', 13, 'long', 'Order quickly whatever almost the pass anything.', 1178.62);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('THE5CL', 36, 'garden', 'Power goal station usually.', 1672.8);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('BQ8S2S', 7, 'question', 'A pretty owner.', 1349.43);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('5FLMIL', 64, 'group', 'Mention perform their practice box although both.', 215.47);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('X7Q160', 7, 'talk', 'Clearly evening financial others past worker approach.', 1851.31);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ZE7CXB', 83, 'effect', 'Within begin very.', 815.54);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('VJXCBX', 50, 'meeting', 'Goal although wind hot subject.', 727.19);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('VDP7HS', 69, 'Congress', 'Return play never arm office civil short.', 1295.17);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('J0XZWO', 74, 'job', 'Audience message affect argue growth.', 1085.21);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('YRKLNJ', 41, 'out', 'Professor free people home.', 1156.75);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('GBYDFJ', 71, 'cost', 'Drive any begin white image suffer.', 154.3);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('GVH0T5', 30, 'truth', 'Night one late speak speech computer reveal.', 393.7);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('RT0NUO', 54, 'next', 'Brother age simple against.', 1699.91);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ZPR2D3', 76, 'newspaper', 'Common senior sister play.', 746.98);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ESBTSX', 95, 'manage', 'Task soon else happy bank parent.', 241.63);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('BLCWHB', 94, 'follow', 'Strategy tend visit evening administration.', 1433.04);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('HP0O68', 48, 'century', 'Mission manage read economy nature price above.', 1103.0);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('FO4H45', 12, 'issue', 'Partner rock view friend pick idea card.', 1418.99);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('OWY95P', 40, 'interest', 'Heavy money require.', 1774.5);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('PE37T1', 7, 'determine', 'Stand certain direction nature environment then.', 1298.97);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('N4KU7G', 50, 'tax', 'Memory else despite south member.', 403.75);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('GLC6H4', 63, 'no', 'Get listen majority public check wrong.', 1664.51);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('K8Q6H2', 21, 'as', 'Term but move range pressure catch.', 385.15);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ESN0EZ', 85, 'with', 'Consider return especially eye there.', 460.78);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('KEJN8O', 50, 'thus', 'Figure want his own brother.', 964.47);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('ND4SID', 71, 'appear', 'Goal should nothing reveal ahead school us.', 1461.1);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('8CW7X1', 45, 'discussion', 'Maybe foreign resource happy.', 1814.57);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('M9JIYJ', 45, 'his', 'Present room drive group evening notice.', 133.53);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('M4UGFR', 70, 'wonder', 'Find visit mouth however political beat.', 215.34);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('9TW0HB', 54, 'per', 'Determine rest manage brother yeah affect.', 1614.02);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('MWDO4P', 62, 'agree', 'Also build save reason.', 1591.19);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('DGX6BK', 83, 'color', 'List learn through they usually clearly add.', 684.54);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('JIVD5G', 57, 'decade', 'Many quite write college.', 1690.93);
INSERT INTO Catalog (product_ref, category_id, model, description, unit_price) VALUES ('Y3L1P2', 24, 'education', 'Serve sort account learn edge.', 1448.28);
